125.9946905,6.561373801,,5.72E+00,,1.28E-01
160.7075211,7.555631971,,6.46E+00,,1.45E-01
199.0827148,8.527006685,,7.19E+00,,1.57E-01
253.9403253,9.918329042,,8.12E+00,,1.81E-01
350.0830334,11.42256535,,9.53E+00,,1.65E-01
374.8179154,12.38037443,,9.87E+00,,2.03E-01
401.3004241,13.41849805,,1.02E+01,,2.39E-01
455.3108914,13.28672177,,1.09E+01,,1.82E-01
580.8294572,15.92785996,,1.23E+01,,2.29E-01
640.0719076,15.77077154,,1.29E+01,,1.83E-01
800.7596567,18.52884982,,1.44E+01,,2.22E-01
900.0419823,20.28687647,,1.53E+01,,2.46E-01
1052.133811,25.06093022,,2.22E+01,,1.12E-01
1136.801974,22.66665219,,2.33E+01,,2.81E-02
1170.729009,24.5659151,,2.37E+01,,3.45E-02
1265.559619,25.83518263,,2.49E+01,,3.80E-02
1464.636314,28.8621359,,2.71E+01,,6.00E-02
1598.939727,31.5992496,,2.86E+01,,9.50E-02
1694.586387,29.75214308,,2.96E+01,,4.71E-03
1849.915322,32.24784242,,3.12E+01,,3.21E-02
2039.065123,34.25763883,,3.31E+01,,3.41E-02
2204.878985,39.43928686,,3.47E+01,,1.21E-01
2225.824477,36.39217811,,3.49E+01,,4.17E-02
2501.87528,40.24766282,,3.74E+01,,7.05E-02
2627.01115,43.18496978,,3.85E+01,,1.08E-01
2652.658514,43.18558038,,3.87E+01,,1.03E-01
2811.33737,40.66120502,,4.01E+01,,1.33E-02
3099.901992,48.24605774,,4.25E+01,,1.18E-01
3382.610792,45.8867851,,4.48E+01,,2.30E-02
3621.134625,47.77428402,,4.67E+01,,2.24E-02
3766.472278,55.55295246,,4.78E+01,,1.39E-01
4030.618237,51.78319911,,4.98E+01,,3.82E-02
4151.99192,60.82212478,,5.07E+01,,1.66E-01
4400.072188,56.12692977,,5.25E+01,,6.47E-02
5296.080979,70.74626172,,5.87E+01,,1.71E-01
5398.060214,63.34188064,,5.93E+01,,6.31E-02
6008.481373,68.65712977,,6.33E+01,,7.83E-02
6369.354974,69.35669338,,6.55E+01,,5.51E-02
6885.730187,74.42155758,,6.87E+01,,7.72E-02
7300.957991,80.66084044,,7.11E+01,,1.18E-01
7369.833684,72.94742271,,7.15E+01,,1.94E-02
7815.782957,83.97872922,,7.41E+01,,1.18E-01
8446.393055,80.67794922,,7.76E+01,,3.78E-02
9132.646151,91.03212716,,8.14E+01,,1.06E-01
10775.21741,97.69229923,,8.98E+01,,8.03E-02
12108.8157,100.7005161,,9.64E+01,,4.31E-02
14012.65855,110.2597088,,1.05E+02,,4.61E-02
14018.14183,124.3963273,,1.05E+02,,1.54E-01
15298.5811,123.1677278,,1.11E+02,,9.98E-02
16379.4921,133.4956326,,1.16E+02,,1.35E-01
16695.43341,120.7314476,,1.17E+02,,3.22E-02
17878.53505,138.9907487,,1.22E+02,,1.24E-01
18766.03144,133.5220602,,1.25E+02,,6.14E-02
19515.40591,146.1741659,,1.28E+02,,1.22E-01
20893.57264,156.8465099,,1.34E+02,,1.48E-01
22579.35357,150.6816652,,1.40E+02,,7.06E-02
24412.29051,166.6358594,,1.47E+02,,1.19E-01
27179.07287,193.7868964,,1.57E+02,,1.92E-01
27432.79121,170.0489434,,1.57E+02,,7.44E-02
29367.20664,177.0437067,,1.64E+02,,7.39E-02
33334.91006,201.7980336,,1.77E+02,,1.23E-01
40115.21722,239.4714709,,1.98E+02,,1.74E-01
46414.87902,249.350051,,2.16E+02,,1.35E-01
53193.26694,273.0162305,,2.34E+02,,1.42E-01
60945.66665,275.8292548,,2.54E+02,,7.88E-02
73341.99047,327.3234936,,2.84E+02,,1.33E-01
79262.11349,317.6351986,,2.97E+02,,6.34E-02
79293.12943,358.3598445,,2.98E+02,,1.70E-01
87360.7949,330.7147765,,3.15E+02,,4.64E-02
111451.3902,404.5060055,,3.65E+02,,9.77E-02
122855.062,438.4433862,,3.87E+02,,1.17E-01
132793.4968,447.398407,,4.05E+02,,9.38E-02
140782.9363,465.7950282,,4.20E+02,,9.85E-02
140828.8428,515.0552039,,4.20E+02,,1.85E-01
147809.9948,484.9412454,,4.32E+02,,1.08E-01
152216.3148,520.3179356,,4.40E+02,,1.54E-01
159761.9653,489.8962787,,4.53E+02,,7.53E-02
164513.8545,515.171735,,4.61E+02,,1.05E-01
172719.79,530.9827459,,4.75E+02,,1.06E-01
183123.3107,564.0435152,,4.92E+02,,1.28E-01
199863.1157,569.8148563,,5.18E+02,,9.06E-02
216115.6986,656.0023498,,6.51E+02,,7.76E-03
218175.8267,611.4349843,,6.56E+02,,7.31E-02
233575.6626,649.5141636,,6.95E+02,,6.97E-02
283773.5572,725.6651384,,8.18E+02,,1.28E-01
312809.1798,786.547236,,8.88E+02,,1.29E-01
351592.8804,861.1752363,,9.80E+02,,1.38E-01
,,,,,
,,,,,1.05E-01
